date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-07-09,1950.67,84,23.22,27135,191,84,pbwebmedia,13329,organic,9158,X,1018,MODELGAYDAR,955,B_TT,696
