date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-07-04,1927.67,99,19.47,26818,150,99,pbwebmedia,14017,organic,8091,X,917,MODELGAYDAR,879,B_TT,743
