date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-05-21,1053.10,52,20.25,17892,131,52,pbwebmedia,9322,organic,4931,B_TT,854,MODELGAYDAR,820,X,550
