date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-05-28,1117.62,55,20.32,12438,100,55,organic,5669,pbwebmedia,2951,B_TT,840,X,833,MODELGAYDAR,726
