date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-07-18,1708.79,80,21.36,20480,132,80,pbwebmedia,9334,organic,6658,X,934,MODELGAYDAR,801,B_TT,650
