date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-05-10,797.41,41,19.45,12784,121,41,organic,5202,pbwebmedia,3721,X,893,MODELGAYDAR,779,B_TT,768
