date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-04-14,896.32,43,20.84,19695,88,43,pbwebmedia,12333,organic,4846,X,688,B_TT,673,Landing_Page,465
