date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-04-02,1543.98,67,23.04,31378,141,67,pbwebmedia,21209,organic,6747,X,862,igay69,829,B_TT,785
