date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-07-08,1130.35,57,19.83,23788,141,57,pbwebmedia,11753,organic,7684,MODELGAYDAR,980,X,680,B_TT,636
