date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-06-30,879.44,46,19.12,14819,145,46,organic,5960,pbwebmedia,5392,MODELGAYDAR,800,B_TT,682,X,670
