date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-04-27,622.63,33,18.87,18236,93,33,pbwebmedia,11020,organic,4131,B_TT,666,MODELGAYDAR,594,creator,490
