date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-07-21,1042.34,42,24.82,19541,94,42,pbwebmedia,10177,organic,5684,MODELGAYDAR,766,B_TT,636,X,505
