date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-06-02,757.43,38,19.93,15316,84,38,pbwebmedia,6096,organic,5214,MODELGAYDAR,805,B_TT,722,X,694
