date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-03-30,868.32,40,21.71,15495,101,40,pbwebmedia,7767,organic,4812,igay69,862,B_TT,704,X,679
