date,revenue,orders,avg_order,visitors,new_users,paid,channel_1_name,channel_1_visits,channel_2_name,channel_2_visits,channel_3_name,channel_3_visits,channel_4_name,channel_4_visits,channel_5_name,channel_5_visits
2026-04-30,1375.23,81,16.98,18504,130,81,pbwebmedia,9660,organic,4765,X,1135,MODELGAYDAR,656,B_TT,650
